timestamp,uid,title,source_url,fidelity,sharpness,drift,depth_score,pred_loss,reward
2025-10-18T07:01:12.215717,7db092624d5d6d62dccd8d3cdbbc1775954bafc14454d5d9b477cfe0a83b3285,"The Download: the rehabilitation of AI art, and the scary truth about antimicrobial resistance",https://www.technologyreview.com/feed/,0.9424474850785032,0.9272356272492455,0.02656594784386792,1.6869541469102345,0.12245763476359739,0.02070006937344808
2025-10-18T07:01:19.311337,4e92e6cea372e44893918fbd000c56a4de5d27ff8e464c121f10079bd8f7cd43,From slop to Sotheby’s? AI art enters a new phase,https://www.technologyreview.com/feed/,0.9044505771745471,0.8260848158412946,0.011803172420559895,2.0428217904297,0.2939635314974197,0.0038887456499420194
2025-10-18T07:01:19.696360,a0176b10fa2669ade2f685fe1bbe2ab0027a82876ecc024c74264aef7db317d3,This startup thinks slime mold can help us design better cities,https://www.technologyreview.com/feed/,0.9877184269225002,0.9134623123089571,0.011416189396839091,2.0040932571820216,0.18610048798031603,0.017212286014805858
2025-10-18T07:01:20.011318,61347ca30973a517803eb6baef0d9adbb282d2f1adf3967dcb2f6b25ec578dec,Take our quiz: How much do you know about antimicrobial resistance?,https://www.technologyreview.com/feed/,0.9593046758627785,0.8131832126762459,0.04501184010849814,2.3042914653469673,0.2712973818892732,0.00887373566757942
2025-10-18T07:01:20.347030,67f00c618f1664b3ffea3228eea666dc1535ee273c1297e0d234452022b0c718,Unlocking the potential of SAF with book and claim in air freight,https://www.technologyreview.com/feed/,0.9830353702104286,0.925257710916452,0.018380138328058293,2.12784108343293,0.2668571179240312,0.02281813226504676
2025-10-18T07:01:20.679820,5b725952aab6646c9f3bec8c1caf989a818dd36611319eefc621af9277d4c292,"The Download: creating the perfect baby, and carbon removal’s lofty promises",https://www.technologyreview.com/feed/,0.9757899025836583,0.8742043869727602,0.027132243687987626,2.184975927069244,0.1801859831440722,0.018000109175516088
2025-10-18T07:01:20.999859,3288a464b0bbe4d6d622762a1d6fd61abbbab155bc552dc8184104ccda63b018,Meet the man building a starter kit for civilization,https://www.technologyreview.com/feed/,0.9059074440624485,0.9270216130983571,0.017746245121637715,1.6839122924218326,0.2124853249377049,0.0050149828332415915
2025-10-18T07:01:21.395947,8032e66efdf4cd2529bd18ae840886f703eca63f74bf232be3514b05645dd030,The race to make the perfect baby is creating an ethical mess,https://www.technologyreview.com/feed/,0.9593604926193483,0.9090653358615819,0.044972912005860885,2.2689353954982048,0.14283163141204705,0.013271262079039536
2025-10-18T07:01:21.756843,765953389afb293413bf4db30a398f20c289a51def0eed0eff3b141b7ecb7df2,The problem with Big Tech’s favorite carbon removal tech,https://www.technologyreview.com/feed/,0.981675794733098,0.9234147573884728,0.030477086609511497,2.0818055102911495,0.22777343436570396,0.0387318310403648
2025-10-18T07:01:22.205019,8c63a5dda5c9174bf73c15de846c46f7595454f2f1c22a8b1039ce6bc574da0b,"The Download: Big Tech’s carbon removals plans, and the next wave of nuclear reactors",https://www.technologyreview.com/feed/,0.9574344274786826,0.8285085797719568,0.03794125539244751,2.2556527096548242,0.25522368700740994,0.03335338557129049
2025-10-18T07:01:22.924651,d7cdfcabf80ef5693c8e2d6bc51dd1a8a4670f6ddcf01abb98606cacb6741d7b,StageConnect: Behringer protocol is open source,https://hnrss.org/frontpage,0.9111661611415406,0.9105415683095144,0.03626226202513791,1.7856725084144323,0.24501542945827395,-0.008822044565756235
